accustom	2.079
accustomed	3.465
ace	4.168
aced	2.881
acentric	1.301
acerbic	1.903
aces	3.598
acetabulum	1.602
acetaminophen	2.000
acetate	2.079
acetates	1.301
acetic	1.301
acetone	2.204
acetyl	1.602
acetylcholine	2.146
acetylene	2.653
ache	3.396
ached	2.491
aches	3.179
achievable	1.602
achieve	3.865
achieved	3.632
achievement	3.543
achievements	3.033
achiever	2.380
achievers	2.255
achieves	2.491
achieving	2.863
achiness	1.301
aching	3.314
achingly	1.602
achondroplasia	1.602
achoo	2.000
achy	2.653
acid	3.998
acidemia	1.602
acidic	2.342
acidity	2.301
acidosis	2.204
acidotic	1.903
acids	2.914
acing	1.903
ackee	1.301
acknowledge	3.788
acknowledged	3.292
acknowledgement	2.613
acknowledgements	1.903
acknowledges	2.398
acknowledging	2.851
acknowledgment	2.708
acknowledgments	1.301
acme	3.097
acne	2.954
acnes	1.301
acolyte	2.146
acolytes	2.079
aconitum	1.903
acorn	2.863
acorns	2.568
acoustic	2.982
acoustical	2.079
acoustically	1.301
acoustics	2.633
acquaint	2.591
acquaintance	3.728
acquaintances	3.025
acquaintanceship	1.903
acquainted	3.656
acquainting	1.602
acquiesce	1.778
acquiesced	2.000
acquiescence	2.000
acquiescent	1.301
acquiescing	1.602
acquire	3.423
acquired	3.650
acquirer	1.301
acquires	2.204
acquiring	2.924
acquisition	3.161
acquisitions	2.813
acquisitive	1.778
acquisitiveness	1.301
acquit	2.672
acquittal	2.863
acquittals	1.301
acquitted	3.185
acquitting	2.079
acre	3.260
acreage	2.633
acres	3.662
acrid	1.602
acrimonious	2.146
acrimony	2.342
acrobat	2.771
acrobatic	2.380
acrobatics	2.342
acrobats	2.568
acromion	1.602
acronym	2.462
acronyms	2.146
acrophobia	2.301
acropolis	2.079
across	4.974
acrylic	2.653
acrylics	1.778
act	5.038
acta	1.301
acted	4.031
actin	3.025
acting	4.720
actings	1.301
actinic	1.301
action	4.786
actionable	2.398
actions	4.085
activate	3.669
activated	3.634
activates	2.491
activating	2.934
activation	2.924
activator	1.903
active	4.059
actively	2.914
actives	1.301
activism	2.255
activist	2.991
activists	2.544
activities	3.935
activity	4.110
actor	4.420
actors	4.101
actress	4.205
actresses	3.352
acts	4.096
actual	4.239
actualities	1.301
actuality	2.672
actualization	1.778
actualize	1.602
actually	5.508
actuarial	2.255
actuarially	1.301
actuaries	1.301
actuary	2.146
actuate	1.301
actuated	1.778
actuating	1.301
actuation	1.301
actuator	1.602
actuators	1.602
acuity	2.431
acumen	2.146
acupressure	2.079
acupuncture	2.863
acupuncturist	2.255
acupuncturists	1.602
acute	3.468
acutely	2.431
acuteness	1.301
acyclovir	1.301
ad	4.134
adage	2.799
adages	1.301
adagio	2.380
adamant	2.991
adamantine	1.301
adamantly	1.602
adapt	3.420
adaptability	2.146
adaptable	2.519
adaptation	3.201
adaptations	1.778
adapted	3.041
adapter	2.342
adapting	2.724
adaption	1.301
adaptive	2.342
adaptor	1.903
adaptors	1.301
adapts	1.778
add	4.519
added	3.985
addenda	1.602
addendum	2.462
adder	3.155
adders	1.602
addict	3.728
addicted	3.656
addicting	1.778
addiction	3.591
addictions	2.613
addictive	3.049
addicts	3.318
adding	3.604
addition	3.889
additional	3.769
additionally	2.491
additions	2.342
additive	2.342
additives	2.301
addle	2.204
addled	2.342
addlepated	1.602
addling	1.301
address	4.718
addressed	3.580
addressee	2.079
addresser	1.602
addresses	3.502
addressing	3.322
adds	3.595
adduce	1.301
adduced	1.301
adductor	1.301
adenine	1.602
adenocarcinoma	1.301
adenoid	2.000
adenoidal	1.301
adenoids	2.342
adenoma	1.301
adenosine	2.079
adept	2.813
adeptness	1.301
adepts	1.602
adequacy	1.301
adequate	3.413
adequately	2.724
adhere	2.756
adhered	2.079
adherence	2.255
adherent	1.778
adherents	1.301
adheres	1.778
adhering	2.255
adhesion	2.079
adhesions	2.146
adhesive	2.964
adhesives	1.301
adiabatic	1.301
adieu	3.265
adieus	1.301
adios	3.494
adipose	1.903
adiposity	1.301
adjacencies	1.301
adjacent	3.124
adjective	2.690
adjectives	2.690
adjoined	1.301
adjoining	3.049
adjoins	2.000
adjoints	1.301
adjourn	3.111
adjourned	3.690
adjourning	1.602
adjournment	2.342
adjourns	1.602
adjudge	1.301
adjudged	1.778
adjudicate	2.000
adjudicated	2.079
adjudicating	1.301
adjudication	2.255
adjudicator	1.903
adjunct	2.146
adjure	1.301
adjust	3.751
adjustability	1.301
adjustable	2.491
adjusted	3.255
adjuster	2.591
adjusters	2.146
adjusting	3.375
adjustment	3.491
adjustments	3.143
adjustor	1.903
adjusts	2.255
adjutant	2.944
adjutants	1.301
adjuvant	1.301
administer	3.223
administered	3.173
administering	2.672
administers	2.079
administrate	1.602
administrates	1.301
administration	3.880
administrations	2.491
administrative	3.207
administrator	3.217
administrators	2.544
admirable	3.417
admirably	2.613
admiral	4.219
admirals	2.756
admiralty	2.826
admiration	3.322
admire	4.151
admired	3.565
admirer	3.471
admirers	2.982
admires	2.708
admiring	3.441
admissibility	1.903
admissible	2.863
admission	3.550
admissions	3.338
admit	4.772
admits	3.314
admittance	2.826
admittances	1.602
admitted	3.962
admittedly	2.964
admitting	3.489
admixture	1.301
admonish	1.903
admonished	1.903
admonishing	1.602
admonishments	1.301
admonition	2.000
admonitions	1.301
adnexa	1.301
adnexal	1.602
ado	3.179
adobe	2.672
adolescence	2.934
adolescences	1.301
adolescent	3.265
adolescents	2.756
adonis	2.591
adopt	3.669
adoptable	1.301
adopted	3.926
adopter	1.301
adopting	3.072
adoption	3.671
adoptions	2.146
adoptive	2.771
adopts	2.342
adorability	1.301
adorable	4.022
adorableness	1.301
adorably	1.602
adoration	2.771
adore	3.888
adored	3.389
adorers	1.301
adores	3.250
adoring	2.839
adoringly	1.778
adorn	2.204
adorned	2.204
adorning	1.602
adornment	1.903
adornments	1.602
adorns	1.778
adrenal	2.491
adrenalectomy	1.602
adrenaline	3.517
adrenals	1.903
adrenochrome	2.079
adrift	3.000
adroit	2.079
adroitly	1.778
adroitness	1.301
ads	3.704
adulation	2.431
adult	4.155
adulterant	1.301
adulterate	1.301
adulterated	1.301
adulterating	1.301
adulterer	2.591
adulterers	2.146
adulteress	2.398
adulterous	2.519
adultery	3.288
adulthood	2.863
adults	3.981
adust	1.301
advance	4.204
advanced	3.946
advancement	3.093
advancements	2.204
advances	3.462
advancing	3.173
advantage	4.344
advantaged	1.602
advantageous	2.591
advantages	3.450
advent	2.672
adventure	4.128
adventurer	2.863
adventurers	2.342
adventures	3.558
adventuresome	1.778
adventuress	2.342
adventuring	1.903
adventurist	1.301
adventurous	3.086
adventurousness	1.301
adverb	2.301
adverbial	1.778
adverbs	2.000
adversarial	2.380
adversaries	2.785
adversary	3.179
adverse	2.851
adversely	2.342
adversities	1.778
adversity	3.025
advert	2.398
adverted	1.301
advertently	1.301
advertise	3.217
advertised	3.009
advertisement	3.079
advertisements	2.690
advertiser	2.204
advertisers	2.672
advertises	2.146
advertising	3.871
adverts	1.903
advice	4.681
advices	1.778
advisable	2.892
advise	4.086
advised	3.719
advisedly	2.000
advisee	2.398
advisees	2.633
advisement	2.881
adviser	3.017
advisers	2.398
advises	2.672
advising	3.124
advisor	3.644
advisories	1.602
advisors	3.111
advisory	3.000
advocacy	2.462
advocate	3.346
advocated	2.544
advocates	2.519
advocating	2.519
ae	2.672
aedes	1.301
aegis	2.000
aeolian	1.301
aeon	2.690
aeons	1.301
aerate	1.301
aerating	1.301
aeration	1.301
aerial	3.403
aerialist	1.301
aerials	2.255
aerie	1.301
aeries	1.301
aero	2.000
aerobatics	1.301
aerobic	2.255
aerobically	1.602
aerobics	3.190
aerodromes	1.301
aerodynamic	2.633
aerodynamically	1.778
aerodynamics	2.491
aerodyne	1.778
aeroelastic	1.602
aerofoils	1.301
aeronautical	2.380
aeronautics	2.255
aeroplane	3.143
aeroplanes	2.255
aerosol	2.431
aerosolized	1.778
aerosols	1.301
aerospace	3.033
aery	1.301
aesthete	2.079
aesthetes	1.301
aesthetic	2.826
aesthetically	2.380
aesthetics	2.462
afar	3.064
afeard	2.342
afeared	2.000
afebrile	1.903
aff	2.204
affability	1.903
affable	2.079
affably	1.602
affair	4.469
affaire	1.301
affaires	1.778
affairs	4.166
affect	4.047
affectation	2.146
affectations	1.602
affected	3.830
affectedly	1.301
affecting	3.407
affection	3.927
affectionate	3.352
affectionately	2.785
affections	3.079
affective	1.903
affectless	1.301
affects	3.679
affenpinscher	1.301
affianced	1.778
affiant	1.301
affiche	1.301
afficionado	1.301
affidavit	3.292
affidavits	2.785
affiliate	2.462
affiliated	2.892
affiliates	2.519
affiliation	2.690
affiliations	2.431
affinity	2.756
affirm	2.519
affirmation	2.724
affirmations	2.301
affirmative	3.675
affirmatively	1.778
affirmed	2.146
affirming	1.778
affirms	1.602
affix	2.079
affixed	1.301
afflatus	1.301
afflict	1.903
afflicted	3.104
afflicting	2.079
affliction	3.072
afflictions	2.204
afflictive	1.301
afflicts	1.778
affluence	2.146
affluent	2.462
afford	4.648
affordability	1.301
affordable	2.813
afforded	2.724
affording	2.204
affords	2.431
affright	1.602
affront	2.771
affronted	1.602
afghan	2.756
afghani	2.079
afghanis	1.301
afghans	2.301
aficionado	2.342
aficionados	2.000
afield	2.079
afire	2.690
aflame	2.519
afloat	3.223
aflutter	1.903
afoot	3.009
afore	2.568
aforementioned	2.672
aforesaid	1.903
aforethought	1.778
afoul	2.342
afraid	5.394
afresh	2.398
aft	3.548
after	5.834
afterbirth	2.000
afterburner	1.602
afterburners	1.778
aftercare	2.000
afterdeck	1.602
aftereffect	1.778
aftereffects	2.146
afterglow	2.491
afterimage	1.602
afterlife	3.201
aftermarket	1.602
aftermath	3.017
aftermaths	1.301
afternoon	4.961
afternoons	3.297
afters	1.778
aftershave	3.033
aftershaves	1.301
aftershock	2.380
aftershocks	1.301
aftertaste	2.342
afterthought	2.398
afterthoughts	1.602
afterward	3.342
afterwards	4.146
afterwords	1.602
afterworld	1.301
ag	3.057
aga	2.204
again	5.899
against	5.305
agapanthus	1.778
agar	1.301
agarose	1.301
agate	1.602
agates	1.301
agave	1.602
age	4.899
aged	3.555
agee	2.568
ageing	2.519
ageism	2.380
ageist	1.903
ageless	2.462
agencies	3.508
agency	4.288
agenda	3.864
agendas	2.613
agent	5.011
agenting	1.301
agents	4.323
ager	1.301
ageratum	1.301
ages	4.046
aggie	3.318
aggies	1.778
agglutinate	1.301
agglutinin	1.301
aggrandize	1.301
aggrandizement	1.301
aggrandizing	1.301
aggravate	2.863
aggravated	3.097
aggravates	2.255
aggravating	2.672
aggravation	3.064
aggregate	2.301
aggregating	1.602
aggregation	1.602
aggress	1.602
aggressed	1.301
aggresses	1.602
aggression	3.447
aggressions	1.903
aggressive	3.900
aggressively	2.839
aggressiveness	2.591
aggressor	2.756
aggressors	2.462
aggrieved	2.301
aggro	1.301
agha	1.301
aghast	2.146
agile	2.591
agility	2.653
agin	2.613
aging	3.410
agist	1.301
agists	1.301
agitate	2.633
agitated	3.400
agitates	2.079
agitating	2.146
agitation	2.690
agitato	1.778
agitator	2.342
agitators	2.398
agitprop	1.301
aglet	1.301
aglow	2.672
agnate	2.000
agnates	1.903
agnosia	1.301
agnostic	2.568
ago	5.457
agog	2.079
agonal	2.000
agonies	2.380
agonised	1.903
agonising	2.146
agonist	1.301
agonize	2.000
agonized	2.380
agonizing	2.851
agony	3.574
agora	1.301
agoraphobia	2.146
agoraphobic	2.255
agoraphobics	1.301
agoras	1.301
agrarian	2.204
agree	4.811
agreeable	3.201
agreeably	1.778
agreed	4.555
agreeing	3.318
agreement	4.243
agreements	2.903
agrees	3.632
agrestic	2.613
agribusiness	2.146
agricultural	2.973
agriculturalist	1.602
agriculture	3.041
agricultures	1.301
aground	2.690
ague	1.602
ah	5.315
aha	3.849
ahchoo	2.380
ahead	5.297
ahem	3.885
ahold	3.780
ahorse	1.301
ahoy	3.569
ai	3.580
aid	4.143
aide	3.305
aided	2.813
aider	1.301
aides	2.799
aiding	3.025
aids	3.025
aikido	1.903
ail	2.342
ailed	1.602
aileron	1.301
ailerons	1.903
ailing	2.708
ailment	2.708
ailments	2.785
ails	2.881
aim	4.172
aimed	3.288
aimer	1.778
aiming	3.577
aimless	2.431
aimlessly	2.613
aims	3.072
ain	5.640
aioli	1.301
air	5.143
airboat	1.903
airborne	3.625
airbrush	2.255
airbrushed	2.204
airbrushing	1.602
airburst	1.602
aircraft	3.975
aircrew	1.778
airdate	1.301
airdrome	1.602
airdromes	1.301
airdrop	1.602
aired	2.944
airfare	2.380
airfares	1.602
airfield	3.364
airfields	2.146
airflow	2.146
airfoil	1.301
airhead	2.724
airheads	2.079
airiness	1.301
airing	2.799
airings	1.301
airless	2.000
airlift	2.431
airlifted	2.301
airlifting	2.000
airlifts	1.301
airline	3.812
airliner	2.756
airliners	2.146
airlines	3.574
airmail	2.519
airman	2.771
airmen	2.826
airmobile	1.301
airplane	4.038
airplanes	3.508
airplay	2.342
airport	4.580
airports	3.137
airs	2.881
airship	2.771
airships	1.903
airsick	2.491
airsickness	1.602
airspace	3.207
airspeed	2.672
airstream	2.204
airstrip	3.049
airstrips	1.778
airtight	3.049
airtime	2.398
airwave	1.301
airwaves	2.724
airway	3.212
airways	2.944
airworthy	1.301
airy	2.491
ais	1.778
aisle	3.871
aisles	2.863
ait	1.903
ajar	2.653
akee	1.778
akela	2.342
akimbo	1.903
akin	2.431
al	5.017
ala	1.903
alabaster	2.826
alack	2.079
alacrity	2.000
alameda	2.914
alamo	3.155
alamos	2.519
alan	4.517
alar	2.146
alarm	4.475
alarmed	3.471
alarming	3.057
alarmingly	2.204
alarmist	2.519
alarms	3.489
alarum	1.778
alarums	1.602
alas	3.582
alaska	3.640
alaskas	1.301
alastor	2.000
alb	1.301
alba	2.826
albacore	2.204
albatross	2.892
albatrosses	1.602
albeit	2.875
albinism	1.602
albino	3.064
albinos	1.903
album	4.010
albumens	2.000
albumin	1.903
albums	3.367
alcalde	2.431
alcazar	1.602
alchemical	2.079
alchemically	1.301
alchemist	2.431
alchemists	2.079
alchemize	1.301
alchemy	2.342
alcohol	4.219
alcoholic	3.792
alcoholics	3.025
alcoholism	2.924
alcove	2.672
alcoves	1.602
aldehydes	1.301
alder	2.000
alderman	2.903
aldermen	1.301
alders	1.778
aldrin	2.568
aldrins	1.602
ale	3.598
alec	3.632
alecs	1.301
alee	2.000
alef	1.602
alehouse	1.301
alembic	1.301
aleph	2.079
alert	4.314
alerted	3.250
alerting	2.544
alertly	1.602
alertness	1.903
alerts	2.431
ales	2.000
alexander	3.978
alexanders	1.903
alexandrine	2.146
alexia	2.690
alfa	2.491
alfalfa	2.813
alfresco	2.146
algae	2.633
algebra	3.246
algebraic	1.778
algin	1.301
alginate	1.602
algorithm	2.724
algorithmic	2.301
algorithmically	1.301
algorithms	2.380
alias	3.611
aliases	2.924
alibi	3.922
alibied	1.778
alibiing	1.602
alibis	3.057
alien	4.241
alienate	2.756
alienated	2.903
alienating	2.708
alienation	2.633
alienist	2.204
aliens	3.984
alight	2.613
alighted	1.602
alighting	1.602
align	2.826
aligned	2.892
aligning	2.079
alignment	3.117
alignments	1.301
aligns	2.000
alike	4.055
alimentary	1.903
alimonies	1.778
alimony	3.413
aline	2.672
alinements	1.301
alit	1.602
alive	5.189
aliyah	1.778
alkali	2.544
alkaline	2.491
alkalinize	1.301
alkalize	1.301
alkaloid	2.204
alkaloids	1.778
alkalosis	1.602
alkane	1.301
alky	2.613
alkyd	1.301
alkylating	1.301
all	6.713
allay	2.519
allayed	1.903
allaying	1.778
allays	1.301
allegation	2.724
allegations	3.334
allege	2.342
alleged	3.600
allegedly	3.346
alleges	2.255
allegiance	3.494
allegiances	2.255
allegiant	1.602
alleging	2.491
allegorical	2.204
allegories	1.301
allegory	2.380
allegro	2.708
allele	1.602
alleles	2.380
alleluia	2.785
allemande	2.079
allergen	1.778
allergens	1.301
allergic	3.908
allergies	3.436
allergist	1.602
allergists	1.301
allergy	3.228
alleviate	2.653
alleviated	1.602
alleviates	1.778
alleviating	1.903
alley	4.212
alleys	3.057
alleyway	2.892
alleyways	2.204
alliance	3.960
alliances	2.491
allied	3.459
allies	3.708
alligator	3.543
alligators	3.104
alliteration	2.255
alliterations	1.301
alliterative	1.301
allium	1.301
allocate	2.204
allocated	2.146
allocates	1.602
allocating	1.903
allocation	2.301
allocations	1.778
allocution	1.602
allograft	1.778
allopurinol	1.301
allot	2.204
allotment	2.568
allotments	1.301
allots	1.301
allotted	2.431
allotting	1.301
allover	1.602
allow	4.647
allowable	2.000
allowance	3.716
allowances	2.690
allowed	4.651
allowing	3.690
allows	3.738
alloy	3.009
alloys	2.342
alls	2.568
allspice	1.778
allude	2.301
alluded	2.431
alludes	1.301
alluding	2.255
allure	2.771
allured	1.301
allurements	1.301
alluring	2.613
allusion	2.079
allusions	2.079
alluvial	1.301
alluvials	1.301
ally	4.514
allying	1.903
alma	3.760
almanac	2.924
almanacs	1.301
almandine	1.602
almightiness	1.602
almighty	3.942
almond	3.041
almonds	3.130
almost	5.286
alms	2.690
almshouse	1.602
aloe	2.462
aloes	1.301
aloft	2.863
aloha	3.465
alone	5.489
aloneness	1.301
along	5.262
alongside	3.575
aloof	2.813
alopecia	2.146
aloud	3.265
alow	1.301
alp	2.079
alpaca	2.301
alpacas	1.301
alpenstocks	1.301
alpha	3.910
alphabet	3.396
alphabetical	2.934
alphabetically	2.771
alphabetize	2.000
alphabetized	2.431
alphabetizing	2.255
alphanumeric	2.000
alphas	1.778
alpine	3.104
alps	3.086
already	5.503
alright	4.899
als	2.724
also	5.315
alt	2.380
altar	3.706
altarpiece	1.602
altars	2.079
alter	3.679
alteration	2.851
alterations	2.973
altercation	2.863
altered	3.650
altering	2.851
alternate	3.548
alternated	2.000
alternately	1.903
alternates	2.255
alternating	2.613
alternation	1.602
alternative	3.970
alternatively	2.000
alternatives	3.212
alternator	2.544
alternators	1.602
alters	2.591
althaea	1.301
althea	2.954
although	4.623
altimeter	2.653
altimeters	1.301
altiplano	1.602
altitude	3.589
altitudes	2.342
alto	3.130
altogether	3.807
altos	2.146
altruism	2.342
altruist	1.301
altruistic	2.544
altruistically	1.301
alum	2.146
aluminium	2.380
aluminum	3.352
alumna	1.301
alumnae	1.903
alumni	3.243
alumnus	2.672
alums	1.903
alveolar	1.903
alveoli	1.903
alveolus	1.301
alway	2.146
always	5.816
am	6.044
ama	2.964
amah	1.301
amalgam	2.255
amalgamated	2.079
amalgamation	2.079
amandine	1.602
amanita	1.301
amanuensis	1.602
amaranth	1.602
amaretto	2.633
amaryllis	2.000
amas	1.903
amass	1.778
amassed	2.591
amasses	1.301
amassing	2.204
amassment	1.301
amateur	3.816
amateurish	2.568
amateurism	1.301
amateurs	3.538
amaze	3.207
amazed	3.709
amazement	2.851
amazes	2.924
amazing	4.912
amazingly	3.250
amazon	3.462
amazons	2.255
ambassador	4.131
ambassadorial	1.602
ambassadors	2.924
ambassadorship	1.778
amber	3.967
ambergris	2.301
ambers	2.000
ambiance	2.204
ambidextrous	2.380
ambience	2.863
ambient	2.708
ambients	1.301
ambiguities	1.903
ambiguity	2.431
ambiguous	2.863
ambisexual	1.301
ambition	3.728
ambitions	3.260
ambitious	3.678
ambitiously	1.301
ambivalence	2.380
ambivalent	2.380
amble	2.000
ambled	1.602
ambler	2.079
ambling	1.301
amblyopia	1.301
ambos	1.903
ambrosia	2.982
ambrosial	1.301
ambulance	4.350
ambulances	3.097
ambulation	1.301
ambulatories	1.301
ambulatory	2.380
ambush	3.735
ambushed	3.330
ambushes	1.778
ambushing	2.146
amebas	1.301
amebic	1.301
ameer	2.255
ameliorate	1.602
ameliorated	1.301
amelioration	1.301
amen	4.415
amenable	2.255
amend	2.875
amended	2.568
amending	1.602
amendment	3.613
amendments	2.568
amends	3.265
amenities	2.881
amethyst	2.079
amethysts	1.602
ami	2.863
amiability	1.301
amiable	2.771
amiably	1.903
amicable	2.398
amicably	2.301
amice	1.301
amicus	1.301
amid	2.944
amidship	2.146
amidships	2.462
amidst	2.839
amie	2.851
amiga	2.079
amigas	1.602
amigo	3.706
amigos	3.326
amin	2.342
amine	1.301
amino	2.785
amir	3.079
amis	2.431
amiss	2.875
amity	2.724
ammeter	1.301
ammo	3.730
ammonia	3.173
ammoniac	1.301
ammonium	2.708
ammos	1.301
ammunition	3.769
amnesia	3.569
amnesiac	1.602
amnesiacs	1.301
amnesias	1.301
amnesic	1.602
amnestied	1.301
amnesty	3.124
amniocentesis	1.778
amniotic	2.431
amobarbital	1.301
amoeba	2.491
amoebae	1.301
amoebas	2.000
amoebic	1.778
amoeboid	1.301
amok	2.708
among	4.530
amongst	3.854
amontillado	1.778
amoral	2.301
amorality	1.602
amoroso	2.000
amorous	2.964
amorphous	2.146
amortised	1.301
amortization	2.146
amortize	1.903
amortized	2.000
amortizes	1.301
amortizing	1.602
amount	4.394
amounted	2.380
amounting	1.778
amounts	3.550
amour	3.270
amours	2.079
amp	3.260
amperage	2.000
amperes	1.301
ampersand	1.778
amphetamine	2.462
amphetamines	2.708
amphibian	2.591
amphibians	2.301
amphibious	2.771
